frame_number,class_id,confidence,x1,y1,x2,y2
2,2,0.9070600867271423,741.7177734375,193.38067626953125,772.480224609375,263.0564270019531
2,2,0.9010497331619263,912.6448974609375,125.88679504394531,934.1195068359375,177.2303924560547
2,2,0.9006513357162476,417.13409423828125,418.5728759765625,458.83343505859375,497.520263671875
2,2,0.8997089266777039,580.366455078125,95.00354766845703,610.352783203125,146.38421630859375
2,2,0.8960555791854858,1086.82666015625,345.1639404296875,1130.99658203125,439.5889892578125
2,2,0.8772077560424805,1159.04736328125,256.34222412109375,1191.582763671875,339.45159912109375
2,2,0.869705080986023,535.2230224609375,428.77984619140625,573.1080322265625,517.2908325195312
2,2,0.8686607480049133,732.4266357421875,85.24726867675781,755.7396240234375,128.04603576660156
2,3,0.8641846179962158,664.0928955078125,220.92042541503906,684.9637451171875,296.40869140625
2,2,0.6536534428596497,663.2282104492188,221.47918701171875,685.2069702148438,296.33056640625
2,3,0.6073604822158813,595.297607421875,51.184593200683594,622.73876953125,90.12296295166016
2,2,0.4749196171760559,500.3199462890625,433.20892333984375,538.5762939453125,497.82696533203125
3,2,0.9307007789611816,874.05712890625,187.15463256835938,904.091552734375,248.89932250976562
3,2,0.9298859238624573,469.758056640625,161.45187377929688,507.1895751953125,226.5450439453125
3,2,0.9236004948616028,822.87841796875,463.6636657714844,889.358642578125,550.4876708984375
3,2,0.911451518535614,174.24095153808594,265.85382080078125,226.34422302246094,346.8177490234375
3,2,0.9108178615570068,591.4398193359375,95.90495300292969,624.3089599609375,146.47145080566406
3,2,0.905890166759491,752.611083984375,192.52786254882812,783.7193603515625,263.4296875
3,2,0.9057719707489014,410.8775939941406,154.41297912597656,443.9476013183594,215.88035583496094
3,2,0.8946331143379211,1084.81884765625,343.8154296875,1133.1044921875,439.9217529296875
3,2,0.8941027522087097,427.61724853515625,416.79937744140625,465.90069580078125,498.48046875
3,2,0.8931711316108704,745.8980712890625,85.36583709716797,765.4241943359375,127.30517578125
3,2,0.8930553197860718,924.0498046875,125.26364135742188,945.536376953125,176.9560546875
3,3,0.8841972947120667,675.830322265625,220.6292724609375,697.372314453125,296.732666015625
3,2,0.8840159773826599,1168.4420166015625,257.00714111328125,1197.2620849609375,337.54974365234375
3,2,0.844081461429596,537.2274780273438,428.586669921875,573.9212036132812,514.315185546875
3,2,0.7917735576629639,500.8382568359375,435.1378173828125,541.5145263671875,500.74853515625
4,2,0.9257791638374329,831.274169921875,462.7118835449219,894.092041015625,545.146240234375
4,2,0.9212525486946106,882.968017578125,187.00454711914062,917.24609375,249.15435791015625
4,2,0.9205971360206604,424.06463623046875,154.608642578125,454.28741455078125,216.02923583984375
4,2,0.9188143610954285,183.08184814453125,265.50860595703125,232.96783447265625,347.1033935546875
4,2,0.9186694025993347,761.6272583007812,192.71646118164062,796.2897338867188,265.5038757324219
4,2,0.9184467792510986,481.79400634765625,160.87799072265625,519.5198364257812,226.17330932617188
4,2,0.9117527008056641,434.35400390625,415.688232421875,479.853271484375,498.1490478515625
4,2,0.9108714461326599,604.6975708007812,96.36531066894531,635.4396362304688,147.14244079589844
4,2,0.9096832871437073,1089.57958984375,345.2661437988281,1135.98388671875,440.4599914550781
4,2,0.906844973564148,936.7127685546875,124.76206970214844,959.5655517578125,177.4401397705078
4,2,0.9038006663322449,1174.714111328125,256.3978576660156,1207.43115234375,340.1111755371094
4,2,0.8875045776367188,757.8839111328125,84.72920227050781,775.0968017578125,128.2804718017578
4,2,0.8736685514450073,544.39990234375,427.92401123046875,577.0859375,519.0936889648438
4,3,0.8356083035469055,686.239501953125,221.701904296875,711.29345703125,297.775146484375
4,2,0.770953357219696,503.3961181640625,437.10260009765625,542.3123779296875,509.75335693359375
4,3,0.7281485795974731,620.477783203125,50.4635009765625,644.2802734375,90.6142578125
4,2,0.5581451654434204,684.95654296875,222.04574584960938,712.0838623046875,297.3301696777344
5,2,0.9236082434654236,840.4213256835938,460.29730224609375,897.0690307617188,546.1228637695312
5,2,0.9164267182350159,494.6273193359375,160.19015502929688,530.1929931640625,226.01828002929688
5,2,0.9153792858123779,890.300537109375,186.50485229492188,928.132080078125,248.77578735351562
5,2,0.9131812453269958,193.10125732421875,267.1765441894531,238.17864990234375,346.2878112792969
5,2,0.9075940847396851,431.99591064453125,414.1827392578125,494.31549072265625,501.2412109375
5,2,0.9046958684921265,770.871826171875,193.246337890625,806.4658203125,266.18902587890625
5,2,0.8994713425636292,436.7655029296875,154.27609252929688,463.21014404296875,215.00094604492188
5,2,0.8982387781143188,1183.6064453125,256.15838623046875,1221.32275390625,341.26629638671875
5,2,0.8976123929023743,948.44384765625,124.3626708984375,972.622802734375,178.53399658203125
5,2,0.8956335783004761,618.9298095703125,96.68626403808594,647.8143310546875,146.26344299316406
5,2,0.8901517987251282,1099.057861328125,347.29150390625,1140.024169921875,441.5977783203125
5,2,0.8681368231773376,545.3828125,426.14764404296875,580.088623046875,517.8413696289062
5,3,0.8600014448165894,694.0869140625,222.1362762451172,725.575439453125,297.49896240234375
5,2,0.8354621529579163,503.0909118652344,437.58319091796875,546.0391845703125,514.2046508789062
5,2,0.7852596640586853,770.9298095703125,86.04843139648438,786.6131591796875,128.83856201171875
5,2,0.29509103298187256,693.6373291015625,222.59503173828125,726.1353759765625,297.28326416015625
5,2,0.2611626982688904,501.503662109375,437.46478271484375,533.6517333984375,515.1300659179688
6,2,0.9289616346359253,847.6632080078125,458.39666748046875,905.7066650390625,545.0595092773438
6,2,0.9143837094306946,960.804443359375,124.04342651367188,984.47802734375,178.56488037109375
6,2,0.9127249717712402,506.33905029296875,159.1514129638672,540.1959838867188,225.52919006347656
6,2,0.9096539616584778,897.8709106445312,187.927978515625,940.0999145507812,248.6513671875
6,2,0.9088210463523865,631.7420043945312,95.82182312011719,658.9736938476562,145.71070861816406
6,2,0.9075523614883423,782.1180419921875,194.616943359375,817.8966064453125,265.73193359375
6,2,0.9025614261627197,448.99005126953125,154.20440673828125,471.10308837890625,215.31060791015625
6,2,0.898188591003418,201.82896423339844,267.2801818847656,242.63172912597656,346.3615417480469
6,2,0.8969942927360535,1192.7781982421875,255.057373046875,1235.5479736328125,342.7001953125
6,2,0.8950051665306091,548.97021484375,424.98468017578125,584.71875,516.6231079101562
6,2,0.8924117684364319,431.95355224609375,413.20098876953125,501.00238037109375,497.49884033203125
6,2,0.8639678955078125,1113.267578125,348.615478515625,1136.865234375,439.3704833984375
6,3,0.859992265701294,703.6204833984375,222.16224670410156,740.1561279296875,297.7972412109375
6,2,0.8201587796211243,782.7139892578125,85.7379150390625,800.3328857421875,127.96481323242188
6,2,0.6345716118812561,703.200927734375,222.316650390625,740.388671875,297.74725341796875
6,2,0.5624611973762512,502.617431640625,441.87371826171875,541.7877197265625,512.3179931640625
6,3,0.5543224811553955,646.112060546875,47.85514831542969,667.6046142578125,89.12184143066406
7,2,0.9301319718360901,854.522705078125,454.29925537109375,918.8216552734375,546.6992797851562
7,2,0.9169327616691589,439.36566162109375,412.62689208984375,505.86785888671875,497.05096435546875
7,2,0.9154484868049622,519.1995239257812,158.94032287597656,549.1646118164062,225.03675842285156
7,2,0.9089563488960266,910.9012451171875,186.81301879882812,951.2833251953125,249.1619873046875
7,2,0.9045473337173462,461.4870910644531,153.23049926757812,479.8301086425781,215.56185913085938
7,2,0.9025245308876038,972.4024658203125,124.40777587890625,997.5875244140625,180.0
7,2,0.9024664759635925,643.7176513671875,95.59656524658203,669.3414306640625,145.8739013671875
7,2,0.9019972681999207,1198.01513671875,255.27105712890625,1248.015869140625,342.0654296875
7,2,0.8925496935844421,794.3287353515625,196.44161987304688,824.2242431640625,266.9153137207031
7,2,0.8916093111038208,213.17068481445312,267.28106689453125,245.80691528320312,345.79644775390625
7,2,0.8913256525993347,556.94482421875,420.80316162109375,589.459228515625,510.89019775390625
7,2,0.8725087642669678,503.26251220703125,444.17205810546875,545.4745483398438,520.4467163085938
7,2,0.8656222820281982,1117.494384765625,348.4897766113281,1160.02978515625,441.7109680175781
7,2,0.8619922995567322,714.181884765625,223.5240936279297,754.7021484375,297.46124267578125
7,3,0.807163655757904,714.7508544921875,223.1995849609375,754.455078125,298.01483154296875
7,2,0.6828207969665527,794.2675170898438,86.08494567871094,813.7228393554688,128.22532653808594
7,3,0.5677414536476135,658.787109375,46.94453430175781,677.3441162109375,89.10202026367188
8,2,0.9173769950866699,860.541259765625,450.2592468261719,927.97119140625,546.813232421875
8,2,0.9070144295692444,984.9929809570312,125.0992431640625,1009.0125122070312,180.6632080078125
8,2,0.9060438871383667,1203.3115234375,255.5361328125,1259.4609375,343.43206787109375
8,2,0.9059360027313232,472.92437744140625,153.78604125976562,492.95135498046875,215.37359619140625
8,2,0.9031408429145813,221.01986694335938,265.48486328125,259.5709533691406,344.88018798828125
8,2,0.9023960828781128,656.02001953125,95.34414672851562,678.38671875,146.08432006835938
8,2,0.9005821943283081,532.0431518554688,158.80911254882812,558.6177368164062,225.83493041992188
8,2,0.8975090980529785,925.10107421875,186.8157958984375,958.57275390625,250.52072143554688
8,2,0.8934942483901978,453.2021484375,413.17529296875,512.356201171875,496.3553466796875
8,2,0.885588526725769,513.7984008789062,445.87249755859375,550.5784301757812,519.2557983398438
8,2,0.883289635181427,1119.02490234375,346.83990478515625,1156.99609375,441.00006103515625
8,2,0.8791066408157349,805.5770263671875,197.92633056640625,831.2713623046875,267.0592041015625
8,2,0.8789211511611938,562.80615234375,417.035400390625,592.794921875,507.00762939453125
8,2,0.8785608410835266,805.9359130859375,85.19009399414062,827.7822265625,129.21359252929688
8,3,0.8090482354164124,727.4210815429688,224.51278686523438,767.5012817382812,298.3241271972656
8,2,0.7996914386749268,726.9512939453125,224.6302490234375,767.6927490234375,297.89263916015625
8,3,0.7076561450958252,671.38916015625,47.119659423828125,688.015625,89.01324462890625
9,2,0.9424812197685242,865.9903564453125,448.91778564453125,934.3614501953125,538.5689086914062
9,2,0.9115213751792908,230.23275756835938,263.81671142578125,271.32861328125,346.34063720703125
9,2,0.9095311760902405,937.034423828125,188.103515625,966.09521484375,250.62911987304688
9,2,0.9044008255004883,1120.6204833984375,345.88623046875,1168.9620361328125,445.0574951171875
9,2,0.901842474937439,514.5677490234375,447.63232421875,561.8494873046875,519.7578125
9,2,0.900261640548706,1216.016357421875,257.90911865234375,1268.171630859375,342.09124755859375
9,2,0.8993604183197021,998.0752563476562,127.16134643554688,1021.3120727539062,182.281982421875
9,2,0.893260657787323,544.7421875,158.32894897460938,571.1845703125,225.96408081054688
9,2,0.8893395066261292,484.62139892578125,154.31378173828125,507.77569580078125,216.04168701171875
9,2,0.8878718614578247,668.5657958984375,95.01769256591797,687.8680419921875,147.243408203125
9,2,0.8870443105697632,467.8800048828125,412.42572021484375,512.3201904296875,493.69097900390625
9,2,0.8861920237541199,814.7769775390625,197.83706665039062,838.8544921875,266.5636901855469
9,2,0.8814160227775574,565.810791015625,412.6593017578125,600.00244140625,504.661865234375
9,2,0.8807505965232849,816.1668090820312,85.93901062011719,842.4369506835938,129.6365203857422
9,3,0.8452765941619873,741.56396484375,224.12774658203125,779.3193359375,297.643310546875
9,3,0.7508149743080139,684.906494140625,47.04158020019531,704.22265625,91.56938171386719
9,2,0.7254575490951538,741.6201782226562,223.93577575683594,779.8062133789062,297.4703369140625
10,2,0.9258646965026855,873.85205078125,446.50897216796875,938.2607421875,534.0916137695312
10,2,0.9102939367294312,556.908447265625,158.8487548828125,584.5458984375,226.171875
10,2,0.9090009331703186,828.6744384765625,86.02628326416016,856.2069091796875,129.62930297851562
10,2,0.9088130593299866,238.13037109375,263.57879638671875,283.05853271484375,345.14312744140625
10,2,0.9061094522476196,1011.6304931640625,127.82882690429688,1030.8917236328125,182.72848510742188
10,2,0.9018716812133789,493.03997802734375,155.23532104492188,521.9213256835938,216.39242553710938
10,2,0.8984053134918213,1124.4034423828125,345.85247802734375,1179.5401611328125,441.91595458984375
10,2,0.8957012891769409,824.3917236328125,197.43914794921875,850.0440673828125,267.8709716796875
10,2,0.8948710560798645,946.113525390625,187.41973876953125,972.260009765625,250.43649291992188
10,2,0.891284167766571,570.7705078125,411.430419921875,610.40185546875,504.5054931640625
10,2,0.8789870738983154,680.927978515625,94.22490692138672,700.940185546875,146.4921875
10,2,0.851009726524353,754.20556640625,224.81423950195312,793.628173828125,297.5938415527344
10,2,0.8453149199485779,472.86187744140625,411.22967529296875,517.683349609375,504.04742431640625
10,3,0.7904349565505981,755.046875,224.71533203125,793.43408203125,297.96954345703125
10,2,0.7429608106613159,1231.474609375,259.20654296875,1261.4833984375,343.35302734375
10,2,0.6829653382301331,511.66400146484375,443.87957763671875,572.5894165039062,521.5820922851562
10,3,0.5550715923309326,0.032176971435546875,666.726318359375,13.859159469604492,720.0
10,3,0.4705161154270172,696.9263916015625,47.555694580078125,713.9556884765625,90.51998901367188
10,2,0.3831658363342285,1230.029296875,259.5103759765625,1273.995361328125,344.229736328125
11,2,0.9286365509033203,881.431396484375,445.62420654296875,941.3031005859375,533.6334838867188
11,2,0.9167911410331726,502.3606872558594,155.45086669921875,536.3414306640625,216.72503662109375
11,2,0.9166040420532227,569.2809448242188,159.60214233398438,599.2589721679688,226.29049682617188
11,2,0.9109189510345459,241.76834106445312,264.20733642578125,293.3420715332031,344.9256591796875
11,2,0.9064256548881531,1023.7890625,127.78836059570312,1044.69384765625,182.385009765625
11,2,0.9030640721321106,957.174072265625,186.36965942382812,982.768310546875,250.33380126953125
11,2,0.8916340470314026,692.2633666992188,95.3670654296875,715.4801635742188,148.3394775390625
11,2,0.8892138004302979,833.2349243164062,196.44644165039062,863.2771606445312,267.5089416503906
11,2,0.8867290019989014,572.562255859375,409.98370361328125,617.583251953125,506.19512939453125
11,2,0.8730496168136597,1122.50927734375,346.2603759765625,1178.30224609375,441.35791015625
11,2,0.8730022311210632,841.9263916015625,87.495849609375,869.333984375,129.90475463867188
11,2,0.8512967824935913,1241.56494140625,263.09124755859375,1275.76025390625,343.31939697265625
11,3,0.8206560015678406,768.840576171875,224.04525756835938,805.205810546875,297.5302429199219
11,3,0.7082472443580627,709.591064453125,47.76094055175781,728.3038330078125,95.34034729003906
11,2,0.7082107663154602,767.6123046875,224.31805419921875,805.2802734375,297.32342529296875
11,3,0.6379451751708984,2.838399887084961,695.1305541992188,27.589202880859375,719.5298461914062
11,2,0.5198814868927002,473.01806640625,411.41259765625,528.9876708984375,495.2708740234375
12,2,0.9160022735595703,1118.1302490234375,349.01031494140625,1167.7784423828125,440.47003173828125
12,2,0.9115287065505981,250.73934936523438,263.94769287109375,300.9335632324219,345.17840576171875
12,2,0.9112311601638794,581.4527587890625,159.98184204101562,613.4403076171875,226.57498168945312
12,2,0.9107251167297363,967.01220703125,186.89486694335938,996.155029296875,250.42758178710938
12,2,0.9086591005325317,842.103515625,196.85418701171875,875.905517578125,269.2435302734375
12,2,0.905028223991394,563.4191284179688,410.90869140625,626.9197387695312,520.546630859375
12,2,0.9031171202659607,514.6080932617188,156.41033935546875,549.0437622070312,217.82940673828125
12,2,0.8996595144271851,889.87109375,445.2635192871094,940.08837890625,533.1817626953125
12,2,0.8945139050483704,1036.58349609375,127.68316650390625,1058.86376953125,182.63409423828125
12,2,0.8935275077819824,704.0064086914062,96.0784912109375,729.3789672851562,149.23355102539062
12,2,0.8675564527511597,1247.24365234375,261.5999755859375,1280.0,344.8541259765625
12,3,0.8354151248931885,783.3588256835938,224.4469451904297,816.5597534179688,297.85784912109375
12,2,0.743156373500824,855.945556640625,87.34088134765625,882.0111083984375,129.822998046875
12,2,0.7192243933677673,509.0046081542969,443.8515625,564.404296875,497.1939697265625
12,2,0.6767730712890625,782.2505493164062,224.36935424804688,816.2761840820312,297.3904724121094
12,2,0.5445114374160767,4.792022705078125,692.39013671875,43.84990692138672,719.306640625
12,3,0.369405061006546,4.6053314208984375,691.748291015625,44.33565139770508,719.200439453125
12,3,0.3293158710002899,721.5530395507812,50.15179443359375,738.4285278320312,94.7962646484375
12,2,0.2618817389011383,474.663818359375,411.28619384765625,536.103515625,490.1522216796875
13,2,0.9136812686920166,1048.576904296875,127.78114318847656,1073.459716796875,182.19789123535156
13,2,0.9133004546165466,1122.2723388671875,350.6346130371094,1170.5538330078125,438.1186218261719
13,2,0.9116191267967224,847.6546630859375,197.462890625,887.8665771484375,269.0853271484375
13,2,0.9108285307884216,896.869384765625,445.43597412109375,946.186767578125,536.7843627929688
13,2,0.9092054963111877,714.42333984375,97.04676818847656,743.222412109375,148.5940704345703
13,2,0.9078792333602905,527.06982421875,157.20291137695312,561.569580078125,217.32064819335938
13,2,0.9051521420478821,591.3466796875,160.28985595703125,626.7734375,227.333251953125
13,2,0.9026226997375488,977.2191162109375,186.5396728515625,1008.5340576171875,252.15811157226562
13,2,0.8986732363700867,262.7237548828125,266.5440673828125,305.4447021484375,344.6312255859375
13,2,0.8911929726600647,867.9840087890625,87.78829956054688,892.4586181640625,130.0142822265625
13,2,0.874430239200592,569.2689208984375,409.737060546875,631.2515869140625,516.872314453125
13,3,0.8340450525283813,796.238037109375,224.4246826171875,825.892333984375,298.55352783203125
13,2,0.8240841627120972,507.69049072265625,416.70355224609375,563.6256713867188,508.17291259765625
13,2,0.7962797284126282,1260.58984375,259.3323669433594,1280.0,333.5183410644531
13,2,0.793026864528656,795.08154296875,224.48631286621094,825.545654296875,298.4927978515625
13,3,0.5972918272018433,17.687145233154297,690.116943359375,59.30367660522461,719.8603515625
13,2,0.5565610527992249,17.785722732543945,689.654052734375,59.384521484375,720.0
13,3,0.4704051911830902,732.682861328125,52.254669189453125,751.86474609375,92.75865173339844
13,2,0.32854580879211426,498.650634765625,411.80853271484375,546.6243896484375,477.91461181640625
13,2,0.25922322273254395,500.1878662109375,412.04693603515625,556.40966796875,497.58544921875
14,2,0.9150403738021851,603.6412963867188,162.01278686523438,639.1281127929688,227.71920776367188
14,2,0.9118162393569946,1059.832275390625,128.05780029296875,1087.32470703125,182.5745849609375
14,2,0.911616861820221,854.4899291992188,198.40475463867188,898.5885620117188,269.6662902832031
14,2,0.903002917766571,984.0274658203125,187.13516235351562,1020.535400390625,252.04705810546875
14,2,0.9016249179840088,900.5401611328125,443.836669921875,958.5377197265625,536.9420166015625
14,2,0.899810254573822,725.8402099609375,98.83010864257812,755.6253662109375,149.495361328125
14,2,0.8965908288955688,269.1552734375,265.53814697265625,307.2723388671875,344.74298095703125
14,2,0.8954247832298279,540.394775390625,157.82852172851562,570.680908203125,218.32327270507812
14,2,0.8935028910636902,1129.21337890625,353.23748779296875,1172.800537109375,441.33123779296875
14,2,0.8922989964485168,881.2998046875,87.67623901367188,902.178466796875,130.27700805664062
14,2,0.8819963932037354,586.9007568359375,409.33843994140625,631.4805908203125,494.48785400390625
14,3,0.8672307133674622,808.74951171875,224.63400268554688,835.675537109375,298.0785217285156
14,3,0.7282590270042419,745.044189453125,53.93199920654297,766.6873779296875,94.96649932861328
14,2,0.6832343339920044,1268.915283203125,252.10696411132812,1280.0,342.2734680175781
14,2,0.5774818658828735,808.0682983398438,224.49588012695312,835.5966186523438,298.2488098144531
14,2,0.4838203489780426,502.15789794921875,414.02728271484375,566.1657104492188,506.1324462890625
14,2,0.38551878929138184,32.886138916015625,690.02392578125,74.21028137207031,719.4033203125
14,3,0.2820223569869995,33.98893737792969,689.7523193359375,74.37486267089844,719.360595703125
15,2,0.9192568063735962,1069.283935546875,128.8546142578125,1101.198486328125,183.90475463867188
15,2,0.9153741002082825,615.752685546875,162.43576049804688,649.826416015625,227.94857788085938
15,2,0.9144887328147888,988.548583984375,188.37033081054688,1032.424072265625,251.96176147460938
15,2,0.9020411372184753,902.689453125,441.7906494140625,967.643798828125,532.9007568359375
15,2,0.9009701609611511,276.47216796875,265.35888671875,307.2481689453125,345.0198974609375
15,2,0.8999632596969604,554.0101928710938,157.7384033203125,579.4142456054688,218.8809814453125
15,2,0.8967665433883667,865.8987426757812,198.94525146484375,907.3822631835938,269.9130859375
15,2,0.8930827379226685,736.141845703125,100.10963439941406,766.9212646484375,150.61195373535156
15,2,0.8924435377120972,591.568603515625,408.8150634765625,629.8299560546875,497.0313720703125
15,2,0.8841094970703125,893.7453002929688,88.48662567138672,911.8196411132812,130.87042236328125
15,3,0.8782975077629089,820.2344970703125,224.49842834472656,843.5286865234375,298.7596435546875
15,2,0.83743816614151,1143.379638671875,353.7127685546875,1173.830322265625,433.2618408203125
15,2,0.6277419924736023,531.9293823242188,414.6778869628906,569.6306762695312,465.0898132324219
15,2,0.5735571384429932,47.86073303222656,689.373046875,89.21275329589844,719.646240234375
15,2,0.3628457188606262,511.7618713378906,444.88623046875,563.9630126953125,503.7869873046875
15,2,0.25187981128692627,819.408935546875,224.60177612304688,843.142578125,298.7856750488281
16,2,0.9129323959350586,1077.9197998046875,130.074462890625,1113.5474853515625,184.07061767578125
16,2,0.9108211398124695,627.9306030273438,162.65277099609375,660.0757446289062,229.3038330078125
16,2,0.9107720851898193,1000.3150634765625,190.52655029296875,1042.53271484375,252.43988037109375
16,2,0.8933728933334351,749.6124267578125,100.39569854736328,775.9510498046875,150.61688232421875
16,2,0.8932881355285645,597.110107421875,408.49017333984375,628.120849609375,507.60223388671875
16,2,0.8929837346076965,284.35980224609375,264.59429931640625,315.8876953125,347.13543701171875
16,2,0.882215142250061,878.7396240234375,200.52349853515625,913.9732666015625,270.37774658203125
16,2,0.8780004978179932,513.49755859375,415.85357666015625,572.350341796875,511.62066650390625
16,2,0.876602292060852,908.58447265625,440.20623779296875,949.4169921875,526.4741821289062
16,3,0.8694478273391724,831.293212890625,224.61459350585938,853.215576171875,300.2770080566406
16,2,0.8657326102256775,566.3150634765625,157.88082885742188,587.6068115234375,218.22531127929688
16,2,0.8468621373176575,905.2738647460938,88.14251708984375,921.0845336914062,130.96588134765625
16,2,0.8391401767730713,1152.0618896484375,354.2019348144531,1190.7357177734375,444.2000427246094
16,2,0.727673351764679,830.4537963867188,224.67694091796875,853.4080200195312,300.4639892578125
16,2,0.6583986282348633,908.789794921875,440.37286376953125,972.599609375,527.4883422851562
16,2,0.6045306921005249,62.35886764526367,689.2169189453125,102.98228454589844,719.2327880859375
16,2,0.30139556527137756,510.5990905761719,444.63873291015625,553.346435546875,495.9632568359375
17,2,0.9196605086326599,291.9384765625,264.1051025390625,327.9755859375,348.519287109375
17,2,0.9195630550384521,1086.93408203125,132.16497802734375,1125.935546875,185.75830078125
17,2,0.9067993760108948,639.8604736328125,163.35772705078125,668.9105224609375,228.87591552734375
17,2,0.9037837386131287,1153.792724609375,353.3074645996094,1189.4111328125,446.9949035644531
17,2,0.9024360775947571,762.0841064453125,100.52889251708984,785.5069580078125,151.14932250976562
17,2,0.8957441449165344,599.7703857421875,408.4464111328125,632.1737060546875,502.540771484375
17,2,0.894160807132721,887.6448974609375,202.25775146484375,920.5562744140625,270.96435546875
17,2,0.8897305130958557,1013.7355346679688,193.43179321289062,1050.492919921875,253.24288940429688
17,2,0.8892320394515991,911.564453125,439.38885498046875,948.30029296875,526.2293090820312
17,2,0.8856576085090637,578.1497192382812,158.69473266601562,595.1013793945312,219.12002563476562
17,3,0.8804174661636353,841.65185546875,225.32781982421875,865.046142578125,300.83636474609375
17,2,0.8728865385055542,916.676025390625,88.65214538574219,933.664306640625,131.8791046142578
17,2,0.832517683506012,514.4400634765625,422.8748779296875,572.49560546875,512.4425048828125
17,3,0.6480339169502258,778.646240234375,55.0177001953125,801.688720703125,95.89012145996094
17,2,0.6310244798660278,0.2285900115966797,682.1636962890625,23.382415771484375,720.0
17,2,0.6171413064002991,75.48785400390625,688.268310546875,117.7945556640625,719.25048828125
17,2,0.4361470341682434,840.509033203125,225.30014038085938,865.1060791015625,301.0644226074219
17,2,0.42547211050987244,524.4102172851562,416.05535888671875,577.0032348632812,507.2314453125
17,2,0.4023212492465973,514.3599853515625,448.03131103515625,570.95751953125,512.4050903320312
17,2,0.2630906105041504,191.73818969726562,708.4134521484375,210.37161254882812,720.0
18,2,0.9194769263267517,293.482666015625,264.31256103515625,336.42449951171875,348.97821044921875
18,2,0.9151780605316162,1097.0657958984375,135.0933837890625,1138.1402587890625,188.8682861328125
18,2,0.9088802933692932,650.6114501953125,162.59519958496094,676.6060791015625,230.43650817871094
