frame,id,x,y,w,h
253,6,-151,276,14,30
253,32,587,282,38,97
253,41,394,261,39,82
253,43,423,205,37,84
253,49,418,178,17,32
253,55,733,287,38,76
253,72,692,325,49,97
253,77,1054,175,41,79
253,80,477,226,45,78
254,4,125,203,38,74
254,6,-157,276,12,28
254,32,588,282,37,89
254,41,394,262,40,84
254,43,423,205,33,75
254,49,413,177,17,30
254,55,732,288,40,78
254,72,692,324,49,100
254,77,1052,179,40,78
254,80,479,228,44,78
255,4,125,202,40,75
255,6,-164,276,12,26
255,32,586,282,37,87
255,41,396,261,42,86
255,43,422,205,31,72
255,49,409,175,16,30
255,55,732,290,40,78
255,72,691,322,49,100
255,77,1048,183,40,76
255,80,480,228,43,80
256,4,135,202,40,76
256,6,-170,276,11,25
256,32,593,282,30,72
256,41,409,262,38,78
256,43,421,207,28,63
256,49,404,174,15,28
256,55,731,292,41,78
256,72,690,321,47,98
256,77,1047,189,37,72
256,80,479,227,43,82
257,4,139,205,39,74
257,6,-177,276,11,23
257,32,588,284,35,84
257,41,419,262,40,82
257,43,419,208,26,63
257,49,399,173,15,26
257,55,733,293,41,80
257,72,688,321,46,97
257,77,1042,190,38,73
257,80,478,225,43,84
258,4,141,207,38,75
258,32,584,285,38,88
258,41,427,262,42,84
258,43,416,208,26,62
258,49,412,208,38,78
258,55,733,294,41,79
258,72,685,321,47,98
258,77,1037,192,38,72
258,80,477,224,44,86
259,4,141,208,37,76
259,32,580,285,41,90
259,41,432,262,42,88
259,43,413,208,26,61
259,49,410,208,36,81
259,55,732,295,41,79
259,72,683,322,48,98
259,77,1032,193,38,73
259,80,479,224,43,84
260,4,141,210,37,76
260,32,579,284,43,90
260,41,436,267,39,85
260,43,410,208,25,60
260,49,407,207,35,83
260,55,732,296,41,78
260,72,690,324,46,95
260,77,1028,195,38,72
260,80,480,224,44,84
261,4,141,211,38,75
261,32,592,285,39,83
261,41,438,265,40,89
261,43,408,209,24,58
261,49,403,208,36,82
261,55,731,296,42,80
261,72,688,328,45,90
261,77,1023,196,37,73
261,80,487,226,42,84
262,4,142,211,39,76
262,32,593,286,38,81
262,41,440,265,42,91
262,43,405,209,24,57
262,49,400,208,36,82
262,55,733,297,39,74
262,72,686,328,45,89
262,77,1017,198,38,73
262,80,486,228,42,84
263,4,153,212,38,75
263,32,595,288,39,81
263,41,443,265,43,90
263,43,402,209,23,56
263,49,398,210,36,82
263,55,733,298,40,74
263,72,691,333,44,88
263,77,1012,200,37,72
263,80,491,229,40,85
264,4,159,214,37,74
264,32,596,288,41,83
264,41,455,266,37,74
264,43,399,209,23,55
264,49,396,212,35,82
264,55,733,300,40,73
264,72,690,336,43,85
264,77,1006,201,38,73
264,80,495,229,37,77
265,4,163,216,36,76
265,32,602,288,41,83
265,41,467,267,32,64
265,43,396,210,22,53
265,49,395,213,34,83
265,55,730,301,42,76
265,72,681,337,44,86
265,77,999,202,39,74
265,80,498,229,36,76
266,4,163,218,36,76
266,32,599,287,45,86
266,41,474,271,40,79
266,43,394,210,21,51
266,49,394,213,33,85
266,55,729,304,42,74
266,72,677,337,44,86
266,77,994,204,39,74
266,80,500,231,37,80
267,4,166,222,34,74
267,32,609,287,42,81
267,41,479,272,42,84
267,43,391,210,21,50
267,49,392,213,34,85
267,55,730,307,43,72
267,72,674,336,44,87
267,77,988,205,40,75
267,80,503,233,37,82
268,4,172,220,31,65
268,32,619,286,42,83
268,41,484,274,41,85
268,43,388,210,20,49
268,49,391,213,33,85
268,55,733,310,44,69
268,72,670,335,45,87
268,77,983,207,40,74
268,80,507,234,37,81
269,4,179,219,32,69
269,32,624,287,42,84
269,41,488,273,41,88
269,43,385,211,20,47
269,49,390,213,32,85
269,55,737,314,45,68
269,72,667,336,44,85
269,77,979,209,39,73
269,80,511,237,36,80
270,4,184,219,35,73
270,32,628,288,42,84
270,41,497,274,40,87
270,43,382,211,20,46
270,49,390,214,31,84
270,55,740,318,44,64
270,72,664,335,44,85
270,77,974,210,40,74
270,80,516,239,31,67
271,4,192,219,35,75
271,32,630,285,45,88
271,41,506,275,40,86
271,43,379,211,19,45
271,49,392,214,30,84
271,55,736,322,44,61
271,72,661,333,45,87
271,77,970,212,40,73
271,80,521,240,27,60
272,4,193,220,36,76
272,32,632,285,46,88
272,41,519,278,39,82
272,43,377,211,18,44
272,49,392,214,32,86
272,55,733,324,46,59
272,72,655,328,46,89
272,77,966,214,40,72
272,80,526,240,27,60
273,4,200,222,35,77
273,32,635,285,46,88
273,41,530,278,40,83
273,43,374,211,18,43
273,49,392,214,32,86
273,55,735,325,46,58
273,72,648,327,45,89
273,77,962,215,40,72
273,80,531,240,27,59
274,4,205,222,35,79
274,32,666,283,42,81
274,41,538,287,40,78
274,43,371,212,17,41
274,49,393,214,32,85
274,55,734,325,47,58
274,72,641,327,45,89
274,77,957,217,40,71
274,80,537,241,26,60
275,4,210,222,34,80
275,32,677,284,40,79
275,41,544,290,41,77
275,43,368,212,17,40
275,49,394,214,33,84
275,55,729,322,50,62
275,72,635,325,45,90
275,77,953,217,41,72
275,80,542,242,26,61
276,4,216,222,34,77
276,32,687,285,36,71
276,41,552,292,32,58
276,43,365,212,16,39
276,49,396,216,33,81
276,55,725,319,53,65
276,72,631,324,44,89
276,77,950,218,42,71
276,80,548,244,26,60
276,92,5,304,18,92
277,4,222,222,35,76
277,32,701,283,37,75
277,41,562,294,39,69
277,43,363,212,15,38
277,49,397,217,34,78
277,55,719,315,59,71
277,72,627,322,43,86
277,77,949,219,43,71
277,80,555,246,26,59
277,92,8,304,19,97
278,4,232,222,36,76
278,32,717,283,30,59
278,41,570,292,42,75
278,43,360,213,15,36
278,49,401,220,36,77
278,55,719,311,62,75
278,72,624,321,44,88
278,77,949,219,45,73
278,80,562,248,25,57
278,92,10,308,20,95
279,4,249,223,36,76
279,32,725,282,29,58
279,41,577,294,43,74
279,43,357,213,14,35
279,49,406,223,35,76
279,55,713,296,71,91
279,72,620,321,41,81
279,77,948,218,47,75
279,80,569,252,27,59
279,92,14,307,21,99
280,4,260,225,37,76
280,32,734,282,27,55
280,41,585,299,40,69
280,43,354,213,14,33
280,49,409,225,35,75
280,55,708,301,67,85
280,72,619,321,44,86
280,77,948,218,49,77
280,80,576,256,27,56
280,92,20,307,22,101
280,96,721,280,66,101
281,4,267,227,35,76
281,32,742,282,26,52
281,41,593,301,40,68
281,43,351,213,14,32
281,49,411,225,35,76
281,55,703,303,62,82
281,72,618,323,43,83
281,77,949,221,48,74
281,80,581,258,31,65
281,92,26,305,23,103
281,96,736,278,59,90
282,4,273,228,35,76
282,32,751,282,25,49
282,41,601,303,40,68
282,43,348,214,13,30
282,49,414,224,34,78
282,55,698,304,61,82
282,72,611,321,44,83
282,77,948,219,49,77
282,80,588,260,33,68
282,92,31,305,25,101
282,96,752,281,57,87
283,4,280,229,34,75
283,32,760,281,23,47
283,41,609,305,40,67
283,43,346,214,12,29
283,49,417,224,35,79
283,55,694,304,62,84
283,72,609,326,41,78
283,77,946,218,51,79
283,80,594,262,33,65
283,92,40,305,27,98
283,96,765,284,57,87
284,4,288,229,34,76
284,32,768,281,22,44
284,41,617,306,39,68
284,43,343,214,12,28
284,49,420,224,34,80
284,55,691,304,62,85
284,72,598,318,46,89
284,77,949,228,45,69
284,80,597,264,32,60
284,92,50,305,28,97
284,96,775,285,56,89
284,98,7,383,21,104
284,99,691,156,13,21
285,4,297,230,36,78
285,32,777,281,21,42
285,41,625,308,39,68
285,43,340,214,11,27
285,49,420,224,35,80
285,55,687,305,61,85
285,72,592,316,46,90
285,77,951,233,41,65
285,80,598,264,33,62
285,92,61,306,31,99
285,96,784,284,57,91
285,98,13,383,24,108
285,99,692,157,12,20
286,4,307,233,37,75
286,32,785,281,20,39
286,41,625,310,40,67
286,43,337,215,11,25
286,49,421,224,34,80
286,55,682,304,60,87
286,72,587,314,47,92
286,77,952,237,40,62
286,80,599,263,35,63
286,92,67,309,32,97
286,96,796,284,56,93
286,98,21,385,25,108
286,99,692,158,13,20
287,4,316,235,38,74
287,32,794,280,18,37
287,41,627,311,42,69
287,43,334,215,10,24
287,49,422,224,35,80
287,55,678,305,59,87
287,72,582,312,46,88
287,77,953,243,36,57
287,80,600,262,38,66
287,92,76,310,33,98
287,96,810,284,55,94
287,98,29,387,26,107
287,99,693,159,13,20
288,4,325,237,39,75
288,32,803,280,17,34
288,41,632,310,44,71
288,49,424,223,34,81
288,55,673,305,57,88
288,72,578,310,46,88
288,77,954,246,36,56
288,80,601,260,42,73
288,92,85,310,34,100
288,96,823,285,55,92
288,98,39,390,21,82
288,99,694,159,13,21
289,4,333,239,39,75
289,32,811,280,16,31
289,41,639,311,44,71
289,49,423,222,35,82
289,55,669,305,55,89
289,72,570,310,46,88
289,77,954,248,36,56
289,80,602,260,44,75
289,92,94,308,35,103
289,96,836,286,54,91
289,98,46,391,20,78
289,99,694,160,13,21
290,4,340,240,39,75
290,32,820,280,14,28
290,41,638,308,44,72
290,49,425,222,33,82
290,55,667,303,53,90
290,72,563,309,46,90
290,77,957,236,37,57
290,80,602,257,45,79
290,92,101,308,36,103
290,96,846,288,55,91
290,98,52,393,20,74
290,99,695,160,13,22
290,102,37,389,61,110
291,4,349,241,38,76
291,32,828,279,13,27
291,41,641,306,40,64
291,49,427,223,33,81
291,55,662,303,53,92
291,72,558,308,47,92
291,77,954,247,33,50
291,80,604,256,44,79
291,92,109,311,36,97
291,96,855,291,54,90
291,98,59,394,19,70
291,99,696,161,12,21
291,102,43,386,63,114
292,4,358,239,40,79
292,32,837,279,12,24
292,41,645,306,38,62
292,49,429,224,34,82
292,55,660,303,51,91
292,72,555,308,46,90
292,77,952,252,34,48
292,80,606,257,43,78
292,92,117,316,36,89
292,96,863,292,53,90
292,98,66,395,17,67
292,99,700,162,13,21
292,102,51,384,63,117
293,4,370,238,40,80
293,32,846,279,10,21
293,41,647,305,40,65
293,49,432,225,34,81
293,55,660,305,48,88
293,72,552,309,45,88
293,77,951,240,46,67
293,80,608,257,42,76
293,92,134,311,38,92
293,96,873,293,53,90
293,98,73,396,16,63
293,99,703,162,13,22
293,102,61,384,63,115
293,103,669,332,30,61
294,4,380,238,41,81
294,41,652,305,39,65
294,49,435,228,34,78
294,55,661,305,47,88
294,72,552,309,43,87
294,77,952,237,49,72
294,80,613,258,41,75
294,92,140,311,41,95
294,96,885,296,50,88
294,98,79,397,16,59
294,99,704,163,13,22
294,102,72,385,62,112
294,103,669,332,30,59
295,4,389,239,42,80
295,41,657,305,39,65
295,49,438,230,33,76
295,55,663,304,43,84
295,72,551,307,44,91
295,77,955,235,50,75
295,80,617,260,40,72
295,92,157,335,32,73
295,96,894,296,52,88
295,98,86,398,15,56
295,99,709,164,12,22
295,102,82,387,61,111
295,103,669,333,29,57
296,4,398,241,41,78
296,32,905,297,38,75
296,41,662,306,39,64
296,49,440,232,33,73
296,55,664,303,43,83
296,72,546,306,44,92
296,77,957,233,52,78
296,80,619,262,39,71
296,92,158,318,40,92
296,96,905,299,48,85
296,98,93,399,14,52
296,99,712,165,12,21
296,102,90,389,61,110
296,103,669,334,28,55
297,4,404,243,42,78
297,32,916,298,40,81
297,41,666,306,40,64
297,49,441,233,34,73
297,55,659,302,46,88
297,72,543,305,43,91
297,77,961,231,52,80
297,80,619,262,39,71
297,92,166,313,41,98
297,96,914,300,49,84
297,98,100,400,12,48
297,99,715,166,13,20
297,102,102,391,59,110
297,103,669,334,27,53
298,4,414,247,41,77
298,32,925,297,43,88
298,41,665,327,37,62
298,49,441,232,36,76
298,55,666,301,47,89
298,72,540,304,43,91
298,77,965,231,51,79
298,80,619,262,39,72
298,92,174,309,43,103
298,96,924,301,48,84
298,98,107,401,11,45
298,99,717,166,13,21
298,102,114,390,58,112
298,103,666,312,40,79
299,4,427,252,41,74
299,32,933,293,47,95
299,41,673,338,33,53
299,49,445,238,35,70
299,55,670,300,44,82
299,72,539,304,42,90
299,77,973,246,41,63
299,80,617,263,39,72
299,92,185,306,43,104
299,96,934,302,48,83
299,98,113,402,11,41
299,99,719,167,13,21
299,102,124,389,58,114
299,103,665,309,42,81
